ImageID,IoU_yoloV3,IoU_yoloV2,IoU_yolo_tiny
0000469174.jpg,0.8747923344822559,0.7331022246014863,0.8216242584204009
0000364636.jpg,0.8939090822908945,0.8679999272571468,0.7930032044727762
0000426795.jpg,0.4993444679844989,0.9282347610065421,0.8291370637759429
0000341469.jpg,0.9171713091837647,0.8989365801858051,0.8022502689214422
0000037751.jpg,0.9474373342961349,0.7621021001287231,0.2613782210700108
0000163562.jpg,0.8530104563272494,0.9008307253523578,0.7650163586437045
0000565153.jpg,0.9385474703857066,0.77732664185311,0.24811003746427002
0000117645.jpg,0.7276246368854694,0.8467226889012105,0.0
0000197388.jpg,0.9302955384995061,0.8188216714425799,0.49976446147184167
0000479732.jpg,0.8127509258733122,0.8284671912492014,0.0
0000456292.jpg,0.803269690666859,0.8509489285032632,0.0
0000577976.jpg,0.8692719884674974,0.8517275734817434,0.7340421264517557
0000478286.jpg,0.7573296679669368,0.6314567277888762,0.5510941868734985
0000013923.jpg,0.8766919860167448,0.7652825740820203,0.5351511857181154
0000133778.jpg,0.7735287103973699,0.8088737953607903,0.8647200483898675
0000553731.jpg,0.8585564502801705,0.8556848857546021,0.5468790697452863
0000567432.jpg,0.9005173849918854,0.8971500649427888,0.8846688644022455
0000212453.jpg,0.8761500548661418,0.9032370393593856,0.7045245014636804
0000279927.jpg,0.9050733030195932,0.8767839580942147,0.4102127597683987
0000459954.jpg,0.7691320770609873,0.857190556228134,0.649473387308948
0000334977.jpg,0.8977258128737414,0.9066005841526735,0.0
0000259597.jpg,0.8775287161592703,0.6546455931497486,0.8745042052279778
0000226417.jpg,0.8418601960249174,0.8106407913841704,0.34088250352594307
0000213593.jpg,0.7906699121521412,0.8672396144717981,0.5152968146066342
0000182155.jpg,0.5296316255325929,0.6911772491366782,0.4031336306361272
0000199236.jpg,0.8274930441529951,0.7927621348434384,0.615329346216502
0000121744.jpg,0.9099682713203376,0.8567614048055854,0.8248618097344856
0000002685.jpg,0.7271173419800083,0.8337612352880855,0.8495684083441114
0000144932.jpg,0.896468970702789,0.8560068191287741,0.0848968745530059
0000452321.jpg,0.9423951979936352,0.8796679836899893,0.8616427282513203
0000264335.jpg,0.880440144402636,0.8702398549956001,0.0
0000562843.jpg,0.8908441340023557,0.8645174720685359,0.8349456645382765
0000054931.jpg,0.845698956548975,0.8967926126380421,0.8015747585572692
0000072795.jpg,0.7546274272994737,0.9390911418115568,0.3487605208471871
0000336628.jpg,0.86345272263266,0.8310773444208698,0.0
0000381639.jpg,0.7482397180814557,0.7803037336578518,0.9049854690549586
0000239717.jpg,0.8799000647114075,0.8485285652550592,0.0
0000559513.jpg,0.7746697903101711,0.8581932491193622,0.0
0000059598.jpg,0.8447035646146697,0.7891674045270385,0.8309942277889915
0000128148.jpg,0.7908121359775707,0.5676415181133362,0.7873933896886727
0000054654.jpg,0.9051068508144803,0.8317791855111303,0.0
0000291551.jpg,0.7935937804840809,0.7248105554733097,0.7224739292712713
0000047769.jpg,0.8908736017860015,0.8055697285156778,0.6563423915789657
0000094751.jpg,0.8861872338208946,0.653946661494694,0.40069458108645145
0000571943.jpg,0.7561325747483714,0.7717078488954032,0.8049887838840869
0000557172.jpg,0.6635370800898035,0.5987032565088348,0.0
0000568814.jpg,0.9350059098005656,0.7913247232756295,0.7606141532071307
0000013348.jpg,0.8232879931576056,0.9000808029627475,0.0
0000232489.jpg,0.0,0.783025306084526,0.0
0000132796.jpg,0.8237406154281071,0.8765520762634927,0.7320640416204999
0000116439.jpg,0.8525614907103011,0.7050174222842428,0.5807098252938521
0000332351.jpg,0.8090776534627839,0.8662347827354502,0.0
0000062355.jpg,0.7648153715588533,0.6944822494014242,0.8227912197869285
0000375469.jpg,0.7833830509383786,0.8317186123603373,0.6777575363014652
0000433134.jpg,0.925805211283891,0.820404628501008,0.8255345074606363
0000256916.jpg,0.8445604044501639,0.8005683025489754,0.8563501150812849
0000141328.jpg,0.7950811224958537,0.874876476003649,0.0
0000377814.jpg,0.9489639354821251,0.9325235849876023,0.9291135581191377
0000367386.jpg,0.7760987565540373,0.7703002248744264,0.2488259457156961
0000499266.jpg,0.8374554852065907,0.7517820713348211,0.0
0000537672.jpg,0.7624994377254779,0.8264329269128015,0.8243021452815651
0000577539.jpg,0.7906177608749801,0.7780443258551184,0.0
0000062554.jpg,0.7549061412564411,0.8081298818157018,0.28002132850672684
0000044279.jpg,0.8351718517743548,0.9075389642406082,0.8587103728339013
0000041633.jpg,0.4131669334792572,0.7498121044952881,0.0
0000314914.jpg,0.8285469401477904,0.7117731431903577,0.0
0000064462.jpg,0.7840416791048728,0.8091029943290406,0.869380656750148
0000483531.jpg,0.7461004206128695,0.816673036373469,0.0
0000453341.jpg,0.8223511466243503,0.8008842658889921,0.0
0000273642.jpg,0.780521209558116,0.795797282123768,0.0
0000532761.jpg,0.802912613661869,0.8470402790643247,0.7179995828901883
0000092177.jpg,0.7453130378761204,0.8428141100143417,0.7622440730202762
0000292446.jpg,0.7769568337917926,0.7970723857357372,0.26925234897795775
0000236721.jpg,0.8619692760672363,0.5808666110300783,0.0
0000193181.jpg,0.8573452762135931,0.774704670674841,0.8877099008480949
0000514586.jpg,0.8397370248404692,0.7618797018149537,0.0
0000136633.jpg,0.6755238660227452,0.8739665207317325,0.9012115084247849
0000064359.jpg,0.9230524201867059,0.9170079687593282,0.851414840012198
0000148999.jpg,0.737384390231242,0.7835200425059166,0.204174488228964
0000573258.jpg,0.8554387132178132,0.7301332523128856,0.826655251699143
0000004134.jpg,0.8366045712679058,0.652562633985121,0.9139859494613577
0000132622.jpg,0.936518246964945,0.8898373920633581,0.0
0000066886.jpg,0.8531227180963159,0.8735955558301,0.8334204327120832
0000497344.jpg,0.7979795965680625,0.8103510771017608,0.8190999716229279
0000228144.jpg,0.8922794166473897,0.9154563153932966,0.927760652485985
0000001818.jpg,0.8283363803516722,0.695612904530576,0.0
0000052413.jpg,0.9295429015886865,0.7245771624698459,0.0
0000545826.jpg,0.8863861962688218,0.868676917970706,0.0
0000216636.jpg,0.6591906689799744,0.8653685953040504,0.0
0000076417.jpg,0.8470814955840975,0.8196209071985813,0.25683507817609613
0000498919.jpg,0.8453179883280476,0.7462549586805797,0.0
0000193348.jpg,0.9355547888212333,0.9447747455243375,0.0
0000196141.jpg,0.8321732586016634,0.8091937761068558,0.5071972306452679
0000146363.jpg,0.7918487409676915,0.8526760827697086,0.0
0000131379.jpg,0.9047357327696861,0.8799915069089395,0.0
0000261535.jpg,0.913281108287129,0.8325639881291003,0.5695596856148148
0000319534.jpg,0.7597727578977996,0.3730540747444925,0.7253165948548976
0000084664.jpg,0.9040873187871268,0.912571772623414,0.7798071537481017
0000332455.jpg,0.7930198436249526,0.8166493457891935,0.8962457646995969
0000442456.jpg,0.9029843818113925,0.8253468602914872,0.5545006003474113
0000053529.jpg,0.7365505539601827,0.7435768587605888,0.0
0000297147.jpg,0.8023823418677386,0.8731012267547702,0.0
0000483667.jpg,0.8320434254930638,0.8231753326501035,0.0
0000184978.jpg,0.9031759890472157,0.8626725428297667,0.8109567761167119
0000039785.jpg,0.8109549048991802,0.8377125811062124,0.9112230387942254
0000271116.jpg,0.7510709374033759,0.6683331216558409,0.5889906298351496
0000551815.jpg,0.8545516774457051,0.47776412591300893,0.0
0000523811.jpg,0.7561645288874898,0.8931955771750374,0.0
0000134689.jpg,0.7567777534313915,0.8541120763956221,0.8847502673176673
0000546717.jpg,0.7997440894822143,0.724451810170674,0.0
0000457884.jpg,0.8577934164218903,0.8501389260786856,0.9180250667925415
0000329456.jpg,0.9336616796787532,0.9454892702869578,0.901244811136918
0000164883.jpg,0.8070686407635144,0.7192296502996913,0.38307688303275583
0000015497.jpg,0.8960970075894625,0.7854207129252775,0.0
0000419312.jpg,0.794479478851662,0.7367814833095547,0.8532453321937528
0000157847.jpg,0.7767710537437331,0.7441194569857977,0.0
0000237864.jpg,0.836718939690211,0.9578796049783292,0.8205574061526254
0000387148.jpg,0.8861615627021813,0.7801533768836716,0.0
0000291791.jpg,0.9026243623755166,0.7512181540408914,0.0
0000498857.jpg,0.9201019617413344,0.893007040471434,0.8934525391436564
0000419653.jpg,0.8345270995444017,0.6482519467088919,0.35198673098637107
0000453166.jpg,0.8640430070117133,0.8059725754627931,0.9227863663332041
0000269632.jpg,0.8666498964402424,0.8001997055774903,0.7912752115953436
0000324715.jpg,0.8714364495901721,0.8556402520320463,0.797253523216482
0000495146.jpg,0.8979107693652901,0.7546084958812462,0.6449380950224001
0000287959.jpg,0.937047339346894,0.9173576727450633,0.8171695096039236
0000559956.jpg,0.897333696355355,0.837423329470229,0.0
0000371699.jpg,0.836283065691596,0.7910624359184711,0.7862380806138525
0000529122.jpg,0.8314273473542139,0.7713383533437889,0.8936009957339633
0000124659.jpg,0.8264948060623288,0.7465544627516989,0.0
0000491213.jpg,0.8873696887192513,0.8440303177163806,0.4777708844739344
0000085478.jpg,0.9226488106742762,0.9209452748285173,0.8888243663188707
0000002149.jpg,0.8781585427775108,0.9232635554840807,0.7956902365981452
0000493864.jpg,0.7687525403674728,0.8713138926592194,0.8289904242425608
0000549674.jpg,0.8400776213681385,0.846269668879007,0.4820714388659661
0000377368.jpg,0.7396798152965198,0.7842305290586306,0.0
0000389197.jpg,0.7939124552928295,0.7058658419188055,0.6295100431517431
0000577149.jpg,0.9098424649857693,0.9394501158790356,0.9610079633397252
0000493286.jpg,0.8856433946137116,0.7202926085737623,0.0
0000515445.jpg,0.8743678242091495,0.0,0.2767524081620334
0000433774.jpg,0.5030627195138514,0.7159343640815923,0.0
0000019221.jpg,0.9173105073899191,0.8509161865651353,0.0
0000147729.jpg,0.8611069140721027,0.8346207171899405,0.7932353814284372
0000177383.jpg,0.9313450203007759,0.8284664794849768,0.0
0000491497.jpg,0.8751709901710996,0.8594383132994116,0.6314437531982781
0000359135.jpg,0.9143740364480939,0.9707709369191957,0.0
0000561223.jpg,0.7810311843597855,0.7282094650384381,0.795416380286192
0000455981.jpg,0.7601325399855857,0.8391176129383392,0.83983458661632
0000477227.jpg,0.7214149458052886,0.0,0.0
0000181542.jpg,0.839304829079764,0.8626885786555285,0.5992013398068393
0000078748.jpg,0.7700555821832192,0.8836529532584012,0.5679164308275998
0000334555.jpg,0.8719938958701686,0.8109473945451459,0.5251129602164338
0000362682.jpg,0.8518864381525529,0.8083822939217503,0.21861171338196042
0000335529.jpg,0.8495210805642253,0.8077509339114303,0.5984295457389319
0000494188.jpg,0.7953503657934531,0.9160995575488988,0.8522908309069781
0000158956.jpg,0.7319966187488557,0.7802806679555984,0.6814138894316962
0000284764.jpg,0.8685836938360216,0.804626469819287,0.0
0000433915.jpg,0.7998936453519209,0.8863062162455805,0.7651918148909761
0000153782.jpg,0.8738568753624687,0.8512934965158756,0.0
0000007816.jpg,0.893666314346048,0.8366725249061713,0.6373318316471431
0000547519.jpg,0.9416522397013474,0.939180270308584,0.8327224788944174
0000578922.jpg,0.8835876384790219,0.8662962777582873,0.0
0000319935.jpg,0.7521516837653888,0.6459186790755387,0.8524207650837817
0000163258.jpg,0.9004852125099994,0.8808163955179226,0.28384545660349825
0000167898.jpg,0.8914250250634027,0.8581823718338603,0.8560234418178342
0000014439.jpg,0.08884131299951656,0.1754615303689443,0.049862930544203064
0000341921.jpg,0.8376341156102566,0.846848413036549,0.6858170226805615
0000018575.jpg,0.8249477423726589,0.7350782074246005,0.0
0000426836.jpg,0.6756334196758436,0.6087589416175515,0.0
0000396863.jpg,0.8592206187541065,0.7877372532838305,0.9259600874286774
0000198489.jpg,0.8820816363412676,0.8009354235683883,0.8247091049409363
0000546659.jpg,0.8471279338983553,0.8572479391526234,0.0
0000157756.jpg,0.8282151986598435,0.5378657912110655,0.27057773590359846
0000184791.jpg,0.8716240524850429,0.8459832223167577,0.2623143667272084
0000455597.jpg,0.561628613555866,0.45578697600303614,0.8309925127538441
0000448256.jpg,0.8511589299909457,0.9272363188629308,0.8584871477471763
0000529568.jpg,0.778929453642276,0.7704887218941906,0.5596775282348807
0000048396.jpg,0.8780269084414861,0.7841391956761852,0.5902124366761725
0000084492.jpg,0.8641401675389554,0.7007510757858499,0.8284084735689873
0000291619.jpg,0.8167892044269479,0.8819587776793311,0.880319076870992
0000364884.jpg,0.7051475773461698,0.0,0.0009348221433234665
0000025139.jpg,0.9258998129495416,0.8820119945310969,0.0
0000521141.jpg,0.9074521664539692,0.8582026669139797,0.5747542914904962
0000034873.jpg,0.819972970953057,0.8300184246062322,0.0
0000544519.jpg,0.9236194468498486,0.7771946607427394,0.0
0000521956.jpg,0.8298349810472796,0.8218919595956345,0.0
0000365521.jpg,0.8632112290172244,0.8592689271872908,0.8401996625693444
0000359781.jpg,0.9073401577955762,0.9006451486810797,0.7571404113896973
0000572388.jpg,0.80590355624639,0.9265894879732344,0.0
0000221155.jpg,0.915457808739231,0.7907327048266551,0.7345139870141202
0000263644.jpg,0.6969997342949563,0.658356946887939,0.0
0000146489.jpg,0.8940442851639727,0.84134014572273,0.7090817967110562
0000172648.jpg,0.8499332544901446,0.8066817884782769,0.7887717214134602
0000119365.jpg,0.8121918809997313,0.7556168137128365,0.8496736483174305
0000122217.jpg,0.8526051001652708,0.737439591666732,0.26379553819265916
0000554156.jpg,0.8719442269192591,0.8756431294257245,0.7926177216098687
0000331352.jpg,0.9639200560456994,0.8171319878831691,0.0
0000451879.jpg,0.8593784438879984,0.8278503200676924,0.5786967781103229
0000166664.jpg,0.9162894464261507,0.8226591793835072,0.856718471311616
0000338325.jpg,0.9250014770199366,0.9049222447399715,0.8835919345170071
0000525155.jpg,0.7927418052233961,0.696526891391138,0.8087790606724713
0000463842.jpg,0.8362312823974452,0.6401813190612438,0.3360301243323735
0000137576.jpg,0.8591405218250902,0.7701867130812892,0.6727354808477087
0000475779.jpg,0.9076406645397223,0.9549910795968182,0.860835505239638
0000252216.jpg,0.9203527680132694,0.8898143018312711,0.8932439664808672
0000477441.jpg,0.731485890583041,0.8214393448088648,0.7378111331115917
0000546556.jpg,0.8312919876808603,0.7038207035527472,0.00776904100688356
0000515577.jpg,0.8991938854708972,0.9250876872543631,0.3134555384377261
0000414261.jpg,0.7216710865104831,0.7128745489843028,0.0
0000329319.jpg,0.8064673928244569,0.7785043685365691,0.0
0000466125.jpg,0.8798579138552838,0.9101063514221501,0.7779066195809986
0000218249.jpg,0.7954747165682192,0.8731641367475309,0.0
0000489764.jpg,0.7550062151360977,0.7353377471078971,0.0
0000027768.jpg,0.8952411965549749,0.7394603662295547,0.0
0000342186.jpg,0.8495000839270666,0.8507351070635156,0.0
0000177539.jpg,0.8517485574610324,0.8939562411483007,0.8591647837289667
0000575372.jpg,0.8798981686938316,0.8209336626291782,0.21502233291971068
0000512985.jpg,0.9167757346225982,0.8623130636356309,0.6644273851740702
0000139872.jpg,0.805153156569007,0.9257366832278612,0.9009779170987952
0000529966.jpg,0.8829624172641969,0.8789431130001475,0.5225714951247498
0000088269.jpg,0.888280236699389,0.8363004614730466,0.9546630184754007
0000297396.jpg,0.8754485827974072,0.6330239853892076,0.0
0000512929.jpg,0.8204585293912137,0.7700726081951378,0.8380217813856677
0000465836.jpg,0.9131928460737501,0.8513187556998131,0.684855828773593
0000056127.jpg,0.5559725465765274,0.7644661047360464,0.0
0000512564.jpg,0.8721304476887298,0.8441862381975347,0.22328148104348566
0000046872.jpg,0.773674024615496,0.8327701096616923,0.5877413456761045
0000542127.jpg,0.7933810190755624,0.6561550183806748,0.0
0000182441.jpg,0.9362536972397694,0.6974828784360464,0.27976310149624734
0000159977.jpg,0.6888923136647082,0.8464002278533729,0.9242925353934226
0000437392.jpg,0.8782848805572147,0.8616311040980112,0.0
0000016249.jpg,0.8584039269248721,0.9118183091739652,0.8619702084385394
0000415882.jpg,0.44169759819557497,0.4683153601832547,0.0
0000253835.jpg,0.696578395573036,0.7645769455413864,0.7656045178535782
0000163611.jpg,0.6954098961837085,0.8391529777050001,0.7812999357955814
0000354829.jpg,0.780378326158478,0.8413980053668662,0.0
0000138979.jpg,0.904839963852381,0.8879366186152278,0.6523286657357364
0000197796.jpg,0.7968317124019488,0.6766584787969906,0.503164254848593
0000436315.jpg,0.9825129408825958,0.8523056677213489,0.9637231309096772
0000414795.jpg,0.8847493758532412,0.8817792557987977,0.42945902297701366
0000259382.jpg,0.904790942602688,0.927533167213561,0.8994935715907434
0000421923.jpg,0.815769149574372,0.7674507507698713,0.12644969467105135
0000248314.jpg,0.7859013024752218,0.7475876493693526,0.0
0000537241.jpg,0.8562990167563398,0.7769247126534962,0.0
0000235241.jpg,0.8957209097714861,0.8754426725541373,0.8551148638128403
0000417779.jpg,0.8143848472791619,0.8621836648077134,0.5283965149704187
0000273712.jpg,0.8294671791975944,0.7865546144069538,0.7029192414878651
0000193162.jpg,0.8163160291171858,0.8305637948058737,0.5400551000838784
0000338532.jpg,0.9235216385789821,0.8321982507429795,0.9334443446128032
0000528399.jpg,0.8608016929240481,0.41848240341800125,0.41830709178925846
0000133645.jpg,0.8539619542615137,0.8346036351419713,0.6697209172319935
0000124442.jpg,0.9290549202303725,0.8358022750280756,0.80244083202466
0000245764.jpg,0.8975208763797629,0.8051309481688848,0.6729290694998523
0000002532.jpg,0.7279979561259484,0.8775392283826041,0.830079298298412
0000428454.jpg,0.8105085957462776,0.8179042590993012,0.8856043153470785
0000161642.jpg,0.8032610803165646,0.9168462229885319,0.9215556084843388
0000022969.jpg,0.9352151319304289,0.9368274260746285,0.8083021951842214
0000116479.jpg,0.692231235891314,0.8168139884088373,0.0
0000052891.jpg,0.8467318474725258,0.785062756350317,0.9487540485566425
0000464358.jpg,0.7885346771959693,0.7501334527459451,0.7919269606515287
0000121497.jpg,0.7326903096358679,0.7498907956688942,0.0
0000317433.jpg,0.8726834472258882,0.9176496247896845,0.8195639998639066
0000224222.jpg,0.813406306867084,0.8551623175852784,0.3295364957769502
0000557916.jpg,0.7855035410976489,0.8301181832122058,0.7534395285471903
0000289516.jpg,0.7228515223295353,0.8421678498474169,0.8651459185521435
0000497599.jpg,0.8154399547141501,0.8236190880174388,0.8740581843320498
0000436883.jpg,0.894412669598383,0.9133268613231593,0.625113946738831
0000511647.jpg,0.7955592958088282,0.7452342431377411,0.0
0000167128.jpg,0.7691609359385903,0.9215144132355068,0.8836241243763017
0000322429.jpg,0.8913917177412332,0.8408585183226008,0.5172350689630156
0000126216.jpg,0.9254403002678856,0.8687042411311197,0.30746415829935764
0000517523.jpg,0.8488600034020899,0.8483581578510364,0.0
0000361238.jpg,0.7301175802603043,0.6459451345199614,0.5651820333275306
0000486573.jpg,0.8189993850548098,0.9307328728797291,0.67407346018231
0000156372.jpg,0.7573585152889718,0.7620035811512811,0.8208714353929425
0000383838.jpg,0.8374205291250467,0.6927721463821804,0.0
0000222118.jpg,0.8096434013042392,0.8159717711059575,0.9177749777529186
0000361919.jpg,0.9683052809758985,0.9055618534460652,0.2649043315611897
0000342295.jpg,0.936202539376962,0.9082479755091059,0.8856421645635678
0000112798.jpg,0.789759447153415,0.8313275879520912,0.0
0000569565.jpg,0.9372741819697273,0.8483992821336289,0.0
0000321887.jpg,0.9041410519255256,0.9397918998778717,0.0
0000316666.jpg,0.8308440676873805,0.17727798995803726,0.29376804525222144
0000448263.jpg,0.8132178211703951,0.769549233928831,0.5345162460295444
0000145781.jpg,0.7774615385887234,0.8489386208392837,0.0
0000073118.jpg,0.8035396050001454,0.8217275067343915,0.0
0000147745.jpg,0.9368725745650497,0.9259654192248582,0.8213541360091753
0000082765.jpg,0.7940060866595589,0.8877553144119386,0.0
0000077595.jpg,0.8367472036291096,0.8467893696914475,0.7929903366599196
0000031269.jpg,0.9596220961211759,0.8532168838825056,0.890433632558679
0000296634.jpg,0.5432996657137259,0.5825483858477076,0.7478073382349282
0000006954.jpg,0.8865010539030169,0.8564295350824944,0.8705224765550794
0000328959.jpg,0.9219273076676685,0.8925339411215849,0.8156816278884946
0000172595.jpg,0.8389309487335644,0.8462769884509157,0.7955660601698202
0000005193.jpg,0.9197747165946973,0.9108414346964596,0.797681259369862
0000243495.jpg,0.9189591538281641,0.8927272901347303,0.8185459882881359
0000263679.jpg,0.8512432771660806,0.9301682446073212,0.5234346394265794
0000488251.jpg,0.8016860164203151,0.9363209353556475,0.5326864585518674
0000072852.jpg,0.6848580543799024,0.8514111932469894,0.0
0000262587.jpg,0.80487406429063,0.6719914539035479,0.2263337520065607
0000215245.jpg,0.9001657884076146,0.8180090251955432,0.7910669188831659
0000397327.jpg,0.8228602950720889,0.7516998094929359,0.7790733019326036
0000045229.jpg,0.7460481302326115,0.45555145586273327,0.0
0000477955.jpg,0.7451976378135129,0.830776681117614,0.8689321467256923
0000242678.jpg,0.7806559679651704,0.788846619332394,0.0
0000459467.jpg,0.669301416865833,0.6426199245356607,0.0
0000025394.jpg,0.8631971617281712,0.8204628040181803,0.7993337961855725
0000022479.jpg,0.8690843380641502,0.8331054743994109,0.0
0000186637.jpg,0.9350376351117031,0.9064677924959563,0.9171900940961015
0000043581.jpg,0.7399116658142695,0.8335036629355623,0.8707832062489044
0000164637.jpg,0.7636139000444652,0.7422071641033717,0.5797640495458695
0000299355.jpg,0.8041340024364036,0.837602259260362,0.0
0000347254.jpg,0.8678493377918507,0.774770399402351,0.0
0000089271.jpg,0.89838527771446,0.7477477552999768,0.0
0000369812.jpg,0.8773560587471133,0.8482140111532792,0.5769275753356299
0000445248.jpg,0.8792473218319917,0.9455209109610976,0.9151804490552241
0000393838.jpg,0.7008330214997489,0.7522831098740942,0.0
0000252294.jpg,0.6100381620751103,0.5797229323981768,0.0
0000025386.jpg,0.7571545010376651,0.8055552910534082,0.6487710665860361
0000092416.jpg,0.7516737023049899,0.6279746841641761,0.6515305675388146
0000417632.jpg,0.8328050429218333,0.7110238778340626,0.36497841071339593
0000286182.jpg,0.6800191509545109,0.5098384578303599,0.8421517684421111
0000066817.jpg,0.7816244495594287,0.7489381167190565,0.0
0000181816.jpg,0.8248835978127873,0.8189931269061308,0.5316430695436946
0000154358.jpg,0.7703005660650958,0.6394475333122157,0.0
0000057725.jpg,0.9576317283850402,0.7878542171124355,0.3362468360568371
0000124636.jpg,0.9264599090643971,0.8625875029672978,0.8836504509540685
0000029393.jpg,0.8550620456247509,0.8191167118275403,0.8334455611068254
0000414673.jpg,0.8652864765190814,0.903300945738535,0.8190766861516794
0000219485.jpg,0.7968380542362745,0.855438937431876,0.3156512928730061
0000389933.jpg,0.7966621017326692,0.7441863567180287,0.0
0000467176.jpg,0.7924980489737878,0.8319780880757507,0.8561593049162907
0000342128.jpg,0.8813947774066553,0.8499602250056443,0.7445599451319502
0000169169.jpg,0.7696786877016772,0.8776891874506103,0.4608537059540651
0000455872.jpg,0.717810030301601,0.8312071689372756,0.0
0000119677.jpg,0.9247005643224625,0.923380712974874,0.935666864147918
0000091495.jpg,0.8014566560142367,0.7279642908442805,0.8556625091393056
0000256195.jpg,0.89805774051349,0.8403914372983629,0.7515740664537982
0000561366.jpg,0.8256588898060032,0.752413259669032,0.0
0000365745.jpg,0.8810816350138578,0.8221354423511371,0.5311659040327847
0000015335.jpg,0.905818203315256,0.8342106375387407,0.0
0000489611.jpg,0.7455524382478607,0.850372229262134,0.0
0000422836.jpg,0.7040271624880098,0.8799506077582966,0.0
0000078915.jpg,0.8882793906822307,0.7754407344311914,0.2902949401894087
0000151938.jpg,0.8048124476404326,0.8386118548124548,0.593573980814488
0000235836.jpg,0.8621305372576727,0.843545716652474,0.6362500450527766
0000223789.jpg,0.8093374715694509,0.7818811176766444,0.8072295176908106
0000229311.jpg,0.828250995984005,0.6050302281028628,0.0
0000228436.jpg,0.8325317936410563,0.8553679654887758,0.8407443247393245
0000447313.jpg,0.8761156606854961,0.8549557368721444,0.8250604562849841
0000383289.jpg,0.9277372867964844,0.9004737706282614,0.789663601472341
0000572956.jpg,0.8946190135305283,0.9003421976932053,0.0
0000347174.jpg,0.7544824144338483,0.6906737842559758,0.0
0000576955.jpg,0.7133885827951318,0.625442056018368,0.33738685119295064
0000017178.jpg,0.8911745367223991,0.8779435070123476,0.5893425808353444
0000004495.jpg,0.9036424421834769,0.8306709856452109,0.7335411705067242
0000562561.jpg,0.817735270816983,0.7514978954487695,0.8072177852200141
0000129492.jpg,0.8546955628885249,0.44617105150126335,0.8230751362752019
0000424162.jpg,0.8273934208426601,0.8469268465584806,0.8892900041606696
