(323355, 0.8959707958719401)
(456662, 0.5625128964631605)
(371677, 0.7790861101000248)
(341681, 0.7847771445465712)
(384136, 0.8582170834102597)
(273551, 0.9398298529643933)
(519688, 0.8021531778729288)
(447611, 0.8542833238323203)
(74457, 0.6382313619132226)
(447522, 0.7691746954590758)
(127182, 0.723039742098305)
(183127, 0.79626808075386)
(157365, 0.6806792058897868)
(17379, 0.8412113470005654)
(239773, 0.7877766058963855)
(398438, 0.7516209217024442)
(179487, 0.8343508702184405)
(377946, 0.757836568971105)
(463527, 0.8391197468896371)
(179898, 0.6890738889319323)
(13291, 0.8394438403639464)
(351331, 0.7637567004853323)
(476787, 0.8619072436114436)
(97994, 0.8372044088609146)
(239318, 0.7996785811619782)
(462629, 0.9512243974321484)
(172977, 0.8182454478777866)
(121417, 0.9109064490548078)
(516677, 0.8606188683623425)
(221281, 0.964107392803983)
(364322, 0.9586710268281763)
(154339, 0.86199186637246)
(387916, 0.897221561394886)
(186282, 0.8133161475313639)
(13177, 0.7371420912994032)
(323895, 0.7995934894185137)
(162581, 0.9115780666761074)
(391375, 0.8019122346580985)
(184338, 0.8330234055064929)
(61171, 0.8752544672564871)
(159282, 0.8079463699558114)
(31217, 0.8046271123607664)
(439994, 0.903201973883934)
(458768, 0.84201337908573)
(324614, 0.7831029093108228)
(77396, 0.7768264970537686)
(229948, 0.8553562308528191)
(466339, 0.851643695091738)
(469174, 0.7331022246014863)
(364636, 0.8679999272571468)
(426795, 0.9282347610065421)
(341469, 0.8989365801858051)
(37751, 0.7621021001287231)
(163562, 0.9008307253523578)
(565153, 0.77732664185311)
(117645, 0.8467226889012105)
(197388, 0.8188216714425799)
(479732, 0.8284671912492014)
(456292, 0.8509489285032632)
(577976, 0.8517275734817434)
(478286, 0.6314567277888762)
(13923, 0.7652825740820203)
(133778, 0.8088737953607903)
(553731, 0.8556848857546021)
(567432, 0.8971500649427888)
(212453, 0.9032370393593856)
(279927, 0.8767839580942147)
(459954, 0.857190556228134)
(334977, 0.9066005841526735)
(259597, 0.6546455931497486)
(226417, 0.8106407913841704)
(213593, 0.8672396144717981)
(182155, 0.6911772491366782)
(199236, 0.7927621348434384)
(121744, 0.8567614048055854)
(2685, 0.8337612352880855)
(144932, 0.8560068191287741)
(452321, 0.8796679836899893)
(264335, 0.8702398549956001)
(562843, 0.8645174720685359)
(54931, 0.8967926126380421)
(72795, 0.9390911418115568)
(336628, 0.8310773444208698)
(381639, 0.7803037336578518)
(239717, 0.8485285652550592)
(559513, 0.8581932491193622)
(59598, 0.7891674045270385)
(128148, 0.5676415181133362)
(577735, 0.7808791875373235)
(54654, 0.8317791855111303)
(291551, 0.7248105554733097)
(47769, 0.8055697285156778)
(94751, 0.653946661494694)
(571943, 0.7717078488954032)
